status,profile,topology,traffic,nodes,ticks,step_ms,messages_per_node,payload_bytes,warmup_ticks,warmup_batch,loss_per_mille,duplicate_per_mille,max_delay_ms,flap_every_ticks,generated,accepted,delivered,q0_generated,q0_accepted,q0_delivered,q1_generated,q1_accepted,q1_delivered,delivery_pct,payload_delivered_bytes,wire_bytes,wire_efficiency_pct,latency_p95_ms,latency_p99_ms,fairness,control_frames,forwarded_frames,no_space,no_route,link_down,event_hwm,event_capacity,simulator_backpressure,duplicate_business,route_loop,node_storage_bytes,total_node_storage_bytes,host_allocated_bytes,host_work_ms,wall_elapsed_ms
PASS,FULL,tree,local,1024,100,10,4,32,20,0,0,0,0,0,409600,409600,409600,0,0,0,409600,409600,409600,100.000000,13107200,26705440,49.080637,10,10,1.000000000,12276,0,0,0,0,5120,65536,0,0,0,8136,8331264,38036481,261,583
