"status","profile","topology","traffic","nodes","ticks","step_ms","messages_per_node","payload_bytes","warmup_ticks","warmup_batch","loss_per_mille","duplicate_per_mille","max_delay_ms","flap_every_ticks","generated","accepted","delivered","q0_generated","q0_accepted","q0_delivered","q1_generated","q1_accepted","q1_delivered","delivery_pct","payload_delivered_bytes","wire_bytes","wire_efficiency_pct","latency_p95_ms","latency_p99_ms","fairness","control_frames","forwarded_frames","no_space","no_route","link_down","event_hwm","event_capacity","simulator_backpressure","duplicate_business","route_loop","node_storage_bytes","total_node_storage_bytes","host_allocated_bytes","host_work_ms","wall_elapsed_ms"
"PASS","FULL","ring4","pairs","32","100","10","1","16","128","1","0","0","0","0","3200","2760","1000","0","0","0","3200","2760","1000","36.231884","16000","319904","5.001500","10","10","0.312500000","2502","3774","440","0","0","103","2048","0","0","0","8136","260352","1179041","6","8"
"PASS","FULL","ring4","pairs","64","100","10","1","16","256","1","0","0","0","0","6400","6192","1200","0","0","0","6400","6192","1200","19.379845","19200","747056","2.570088","10","10","0.187500000","5505","9777","208","0","0","220","4096","0","0","0","8136","520704","2358081","13","17"
"PASS","FULL","ring4","pairs","128","100","10","1","16","512","1","0","0","0","0","12800","11520","0","0","0","0","12800","11520","0","0.000000","0","533024","0.000000","0","0","0.000000000","11702","3510","1280","0","0","544","8192","0","0","0","8136","1041408","4716161","16","22"
"PASS","FULL","ring4","pairs","256","100","10","1","16","1024","1","0","0","0","0","25600","20480","0","0","0","0","25600","20480","0","0.000000","0","1013360","0.000000","0","0","0.000000000","22477","6093","5120","0","0","1056","16384","0","0","0","8136","2082816","9432321","32","46"
