build_profile,wire_layout,wire_profile,nodes,generated,accepted,delivered,delivery_pct,payload_delivered_bytes,origin_wire_bytes,wire_efficiency_pct,latency_p95_ms,latency_p99_ms,no_space,no_route,link_down,other_rejected,duplicate_deliveries,routes_hwm_max,discoveries_hwm_max,q0_hwm_max,q1_hwm_max,pending_q1_hwm_max,host_work_ms,node_storage_bytes,total_node_storage_bytes
FULL,mixed,W0,64,26240,25740,8531,33.142968,272992,2355441,11.589847,20,30,489,10,1,0,0,8,1,0,0,4,46,9400,601600
FULL,mixed,W1,63,25830,25630,7424,28.966055,237568,2585878,9.187131,20,30,200,0,0,0,0,8,1,0,0,4,45,9400,592200
FULL,mixed,W2,64,26240,26000,7398,28.453846,236736,2784253,8.502676,20,30,240,0,0,0,0,8,1,0,0,4,47,9400,601600
FULL,mixed,W3,63,25830,25370,7018,27.662594,224576,3075756,7.301489,20,30,446,12,2,0,0,8,1,0,0,4,44,9400,592200
