status,profile,wire_mode,wire_layout,w0_nodes,w1_nodes,w2_nodes,w3_nodes,topology,traffic,nodes,ticks,step_ms,messages_per_node,payload_bytes,warmup_ticks,warmup_batch,loss_per_mille,duplicate_per_mille,max_delay_ms,flap_every_ticks,generated,accepted,delivered,q0_generated,q0_accepted,q0_delivered,q1_generated,q1_accepted,q1_delivered,delivery_pct,payload_delivered_bytes,wire_bytes,wire_efficiency_pct,latency_p95_ms,latency_p99_ms,fairness,control_frames,forwarded_frames,no_space,no_route,link_down,event_hwm,event_capacity,simulator_backpressure,duplicate_business,route_loop,node_storage_bytes,total_node_storage_bytes,host_allocated_bytes,host_work_ms,wall_elapsed_ms
PASS,FULL,fixed,w0,254,0,0,0,tree,mixed,254,100,10,4,32,150,0,25,80,7,25,104140,102812,29546,2540,2540,733,101600,100272,28813,28.737891,945472,9370167,10.090236,20,30,0.301741726,6300,92404,1311,15,2,2487,16256,0,0,0,9400,2387600,9760205,165,294
