build_profile,wire_layout,wire_profile,nodes,generated,accepted,delivered,delivery_pct,payload_delivered_bytes,origin_wire_bytes,wire_efficiency_pct,latency_p95_ms,latency_p99_ms,no_space,no_route,link_down,other_rejected,duplicate_deliveries,routes_hwm_max,discoveries_hwm_max,q0_hwm_max,q1_hwm_max,pending_q1_hwm_max,host_work_ms,node_storage_bytes,total_node_storage_bytes
FULL,mixed,W0,64,6400,6388,2000,31.308704,32000,299538,10.683119,10,10,12,0,0,0,0,8,1,0,0,4,11,9400,601600
FULL,mixed,W1,63,6300,6288,1400,22.264631,22400,307586,7.282516,10,10,12,0,0,0,0,8,1,0,0,4,9,9400,592200
FULL,mixed,W2,64,6400,6386,2100,32.884435,33600,411407,8.167095,10,10,14,0,0,0,0,8,1,0,0,4,12,9400,601600
FULL,mixed,W3,63,6300,6286,2000,31.816736,32000,428656,7.465194,10,10,14,0,0,0,0,8,1,0,0,4,10,9400,592200
