node_id,wire_profile,degree,admitted,routes_current,routes_hwm,discoveries_hwm,candidates_hwm,q0_hwm,q1_hwm,pending_q1_hwm,paths_hwm,flows_hwm,app_generated,app_accepted,origin_delivered,duplicate_deliveries,q0_generated,q0_accepted,q0_delivered,q1_generated,q1_accepted,q1_delivered,delivery_pct,payload_delivered_bytes,origin_wire_bytes,wire_efficiency_pct,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_max_ms,frames_tx,frames_rx,forwarded_frames_tx,control_frames_tx,business_frames_tx,wire_bytes_tx,wire_bytes_rx,no_space,no_route,link_down,other_rejected,core_tx_sent,core_rx_delivered,route_requests_sent,route_errors_sent,control_budget_dropped,host_work_us,node_storage_bytes
1,W0,3,3,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,39500,64.810127,10,10,10,10,812,2412,0,12,800,39500,138804,0,0,0,0,812,2400,0,0,0,1275,9400
2,W2,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,46944,54.533061,10,10,10,10,816,3216,0,16,800,46944,170868,0,0,0,0,816,3200,0,0,0,1473,9400
3,W3,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,50208,50.987890,10,10,10,10,816,2416,0,16,800,50208,128452,0,0,0,0,816,2400,0,0,0,1189,9400
4,W1,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,42864,59.723778,10,10,10,10,816,2416,0,16,800,42864,135688,0,0,0,0,816,2400,0,0,0,1140,9400
5,W0,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,39600,64.646465,10,10,10,10,816,2416,0,16,800,39600,138940,0,0,0,0,816,2400,0,0,0,1123,9400
6,W3,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,50208,50.987890,10,10,10,10,816,2416,0,16,800,50208,131704,0,0,0,0,816,2400,0,0,0,1096,9400
7,W1,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,42864,59.723778,10,10,10,10,816,2416,0,16,800,42864,128488,0,0,0,0,816,2400,0,0,0,1084,9400
8,W2,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,46944,54.533061,10,10,10,10,816,2416,0,16,800,46944,135740,0,0,0,0,816,2400,0,0,0,1160,9400
9,W0,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,39600,64.646465,10,10,10,10,816,2416,0,16,800,39600,138956,0,0,0,0,816,2400,0,0,0,1173,9400
10,W1,4,4,0,0,0,0,0,0,0,0,0,800,800,800,0,0,0,0,800,800,800,100.000000,25600,42864,59.723778,10,10,10,10,816,2416,0,16,800,42864,131720,0,0,0,0,816,2400,0,0,0,1106,9400
