build_profile,wire_layout,wire_profile,nodes,generated,accepted,delivered,delivery_pct,payload_delivered_bytes,origin_wire_bytes,wire_efficiency_pct,latency_p95_ms,latency_p99_ms,no_space,no_route,link_down,other_rejected,duplicate_deliveries,routes_hwm_max,discoveries_hwm_max,q0_hwm_max,q1_hwm_max,pending_q1_hwm_max,host_work_ms,node_storage_bytes,total_node_storage_bytes
LITE,mixed,W0,64,51200,51200,51200,100.000000,1638400,2521500,64.977196,10,10,0,0,0,0,0,0,0,0,0,0,27,5888,376832
LITE,mixed,W1,63,50400,50400,50400,100.000000,1612800,2685816,60.048790,10,10,0,0,0,0,0,0,0,0,0,0,25,5888,370944
LITE,mixed,W2,64,51200,51200,51200,100.000000,1638400,2986872,54.853372,10,10,0,0,0,0,0,0,0,0,0,0,25,5888,376832
LITE,mixed,W3,63,50400,50400,50400,100.000000,1612800,3143952,51.298493,10,10,0,0,0,0,0,0,0,0,0,0,25,5888,370944
